reaction,metabolite,name,formula,carbon_atom
LCARS,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LCARS,12ppd__S_c,"(S)-Propane-1,2-diol",C3H8O2,Presence
LCARS,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LCARSyi,lald__L_c,L-Lactaldehyde,C3H6O2,Presence
LCARSyi,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
LCARSyi,12ppd__S_c,"(S)-Propane-1,2-diol",C3H8O2,Presence
LCARSyi,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
LCTSabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LCTSabc,lcts_e,Lactose C12H22O11,C12H22O11,Presence
LCTSabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LCTSabc,lcts_c,Lactose C12H22O11,C12H22O11,Presence
LCTSt3ipp,lcts_c,Lactose C12H22O11,C12H22O11,Presence
LCTSt3ipp,lcts_p,Lactose C12H22O11,C12H22O11,Presence
LCYSTabc,Lcyst_e,L-Cysteate,C3H6NO5S,Presence
LCYSTabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LCYSTabc,Lcyst_c,L-Cysteate,C3H6NO5S,Presence
LCYSTabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LCYSTabcpp,Lcyst_p,L-Cysteate,C3H6NO5S,Presence
LCYSTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LCYSTabcpp,Lcyst_c,L-Cysteate,C3H6NO5S,Presence
LCYSTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LCYSTtex,Lcyst_e,L-Cysteate,C3H6NO5S,Presence
LCYSTtex,Lcyst_p,L-Cysteate,C3H6NO5S,Presence
LDGUNPD,5pg35pg_c,5-Phosphoguanylyl(3->5)guanosine,C20H23N10O15P2,Presence
LDGUNPD,gmp_c,GMP C10H12N5O8P,C10H12N5O8P,Presence
LDH_D,lac__D_c,D-Lactate,C3H5O3,Presence
LDH_D,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LDH_D,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LDH_D,pyr_c,Pyruvate,C3H3O3,Presence
LDH_D2,lac__D_c,D-Lactate,C3H5O3,Presence
LDH_D2,q8_c,Ubiquinone-8,C49H74O4,Presence
LDH_D2,pyr_c,Pyruvate,C3H3O3,Presence
LDH_D2,q8h2_c,Ubiquinol-8,C49H76O4,Presence
LDH_L,lac__L_c,L-Lactate,C3H5O3,Presence
LDH_L,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LDH_L,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LDH_L,pyr_c,Pyruvate,C3H3O3,Presence
LEULEULAPc,leuleu_c,Leucylleucine,C12H24N2O3,Presence
LEULEULAPc,leu__L_c,L-Leucine,C6H13NO2,Presence
LEULEUabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LEULEUabcpp,leuleu_p,Leucylleucine,C12H24N2O3,Presence
LEULEUabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LEULEUabcpp,leuleu_c,Leucylleucine,C12H24N2O3,Presence
LEULEUtex,leuleu_e,Leucylleucine,C12H24N2O3,Presence
LEULEUtex,leuleu_p,Leucylleucine,C12H24N2O3,Presence
LEUTA,akg_c,2-Oxoglutarate,C5H4O5,Presence
LEUTA,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUTA,4mop_c,4-Methyl-2-oxopentanoate,C6H9O3,Presence
LEUTA,glu__L_c,L-Glutamate,C5H8NO4,Presence
LEUTAi,4mop_c,4-Methyl-2-oxopentanoate,C6H9O3,Presence
LEUTAi,glu__L_c,L-Glutamate,C5H8NO4,Presence
LEUTAi,akg_c,2-Oxoglutarate,C5H4O5,Presence
LEUTAi,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LEUabc,leu__L_e,L-Leucine,C6H13NO2,Presence
LEUabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LEUabc,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LEUabcpp,leu__L_p,L-Leucine,C6H13NO2,Presence
LEUabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LEUabcpp,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUt2r,leu__L_e,L-Leucine,C6H13NO2,Presence
LEUt2r,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUt3pp,leu__L_c,L-Leucine,C6H13NO2,Presence
LEUt3pp,leu__L_p,L-Leucine,C6H13NO2,Presence
LEUtex,leu__L_e,L-Leucine,C6H13NO2,Presence
LEUtex,leu__L_p,L-Leucine,C6H13NO2,Presence
LGTHL,gthrd_c,Reduced glutathione,C10H16N3O6S,Presence
LGTHL,mthgxl_c,Methylglyoxal,C3H4O2,Presence
LGTHL,lgt__S_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
LMN2,lmn2_c,Laminaribiose,C12H22O11,Presence
LMN2,glc__D_c,D-Glucose,C6H12O6,Presence
LMN2abc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LMN2abc,lmn2_e,Laminaribiose,C12H22O11,Presence
LMN2abc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LMN2abc,lmn2_c,Laminaribiose,C12H22O11,Presence
LNLCtexi,lnlc_e,Linoleic acid (all cis C18:2) n-6,C18H31O2,Presence
LNLCtexi,lnlc_p,Linoleic acid (all cis C18:2) n-6,C18H31O2,Presence
LPCOXc,Lpipecol_c,L-pipecolic acid; piperidine-2-carboxylic acid,C6H11NO2,Presence
LPCOXc,thp2c_c,"2,3,4,5-Tetrahydropyridine-2-carboxylate",C6H8NO2,Presence
LPLIPAL1A120pp,1ddecg3p_p,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P,Presence
LPLIPAL1A120pp,ddca_p,Dodecanoate (n-C12:0),C12H23O2,Presence
LPLIPAL1A120pp,glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
LPLIPAL1A141pp,1tdec7eg3p_p,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H31O7P,Presence
LPLIPAL1A141pp,glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
LPLIPAL1A141pp,ttdcea_p,Tetradecenoate (n-C14:1),C14H25O2,Presence
LPLIPAL1A161pp,1hdec9eg3p_p,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,C19H35O7P,Presence
LPLIPAL1A161pp,glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
LPLIPAL1A161pp,hdcea_p,Hexadecenoate (n-C16:1),C16H29O2,Presence
LPLIPAL1E120pp,1agpe120_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,Presence
LPLIPAL1E120pp,ddca_p,Dodecanoate (n-C12:0),C12H23O2,Presence
LPLIPAL1E120pp,g3pe_p,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
LPLIPAL1G120pp,1agpg120_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P,Presence
LPLIPAL1G120pp,ddca_p,Dodecanoate (n-C12:0),C12H23O2,Presence
LPLIPAL1G120pp,g3pg_p,Glycerophosphoglycerol,C6H14O8P,Presence
LPLIPAL2E120,2agpe120_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,Presence
LPLIPAL2E120,ddca_c,Dodecanoate (n-C12:0),C12H23O2,Presence
LPLIPAL2E120,g3pe_c,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
LPLIPAL2E141,2agpe141_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,Presence
LPLIPAL2E141,g3pe_c,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
LPLIPAL2E141,ttdcea_c,Tetradecenoate (n-C14:1),C14H25O2,Presence
LPLIPAL2E161,2agpe161_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P,Presence
LPLIPAL2E161,g3pe_c,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
LPLIPAL2E161,hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,Presence
LPLIPAL2G120,2agpg120_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P,Presence
LPLIPAL2G120,ddca_c,Dodecanoate (n-C12:0),C12H23O2,Presence
LPLIPAL2G120,g3pg_c,Glycerophosphoglycerol,C6H14O8P,Presence
LPLIPAL2G141,2agpg141_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,Presence
LPLIPAL2G141,g3pg_c,Glycerophosphoglycerol,C6H14O8P,Presence
LPLIPAL2G141,ttdcea_c,Tetradecenoate (n-C14:1),C14H25O2,Presence
LPLIPAL2G161,2agpg161_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P,Presence
LPLIPAL2G161,g3pg_c,Glycerophosphoglycerol,C6H14O8P,Presence
LPLIPAL2G161,hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,Presence
LSERDHr,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
LSERDHr,ser__L_c,L-Serine,C3H7NO3,Presence
LSERDHr,2amsa_c,2-Aminomalonate semialdehyde,C3H5NO3,Presence
LSERDHr,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
LTDCL,trp__L_c,L-Tryptophan,C11H12N2O2,Presence
LTDCL,co2_c,CO2 CO2,CO2,Presence
LTDCL,trypta_c,Tryptamine cytosol,C10H13N2,Presence
LYSDC,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSDC,15dap_c,"1,5-Diaminopentane",C5H16N2,Presence
LYSDC,co2_c,CO2 CO2,CO2,Presence
LYSMO,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSMO,5apentam_c,5-Aminopentanamide,C5H12N2O,Presence
LYSMO,co2_c,CO2 CO2,CO2,Presence
LYSabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LYSabc,lys__L_e,L-Lysine,C6H15N2O2,Presence
LYSabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LYSabc,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LYSabcpp,lys__L_p,L-Lysine,C6H15N2O2,Presence
LYSabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LYSabcpp,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSt3pp,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSt3pp,lys__L_p,L-Lysine,C6H15N2O2,Presence
LYSt3r,lys__L_c,L-Lysine,C6H15N2O2,Presence
LYSt3r,lys__L_e,L-Lysine,C6H15N2O2,Presence
LYStex,lys__L_e,L-Lysine,C6H15N2O2,Presence
LYStex,lys__L_p,L-Lysine,C6H15N2O2,Presence
L_LACD2,lac__L_c,L-Lactate,C3H5O3,Presence
L_LACD2,q8_c,Ubiquinone-8,C49H74O4,Presence
L_LACD2,pyr_c,Pyruvate,C3H3O3,Presence
L_LACD2,q8h2_c,Ubiquinol-8,C49H76O4,Presence
L_LACD3,lac__L_c,L-Lactate,C3H5O3,Presence
L_LACD3,mqn8_c,Menaquinone 8,C51H72O2,Presence
L_LACD3,mql8_c,Menaquinol 8,C51H74O2,Presence
L_LACD3,pyr_c,Pyruvate,C3H3O3,Presence
L_LACt2r,lac__L_e,L-Lactate,C3H5O3,Presence
L_LACt2r,lac__L_c,L-Lactate,C3H5O3,Presence
MACACI,4mlacac_c,4 Maleylacetoacetate C8H6O6,C8H6O6,Presence
MACACI,4fumacac_c,4 Fumarylacetoacetate C8H6O6,C8H6O6,Presence
MACCOAT,2maacoa_c,2-Methyl-3-acetoacetyl-CoA,C26H38N7O18P3S,Presence
MACCOAT,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
MACCOAT,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
MACCOAT,ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,Presence
MAK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MAK,malt_c,Maltose C12H22O11,C12H22O11,Presence
MAK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MAK,malt1p_c,Alpha-maltose 1-phosphate,C12H21O14P,Presence
MAL6PG,malt6p_c,Maltose 6'-phosphate,C12H21O14P,Presence
MAL6PG,g6p_c,D-Glucose 6-phosphate,C6H11O9P,Presence
MAL6PG,glc__D_c,D-Glucose,C6H12O6,Presence
MALDDH,mal__D_c,D-Malate,C4H4O5,Presence
MALDDH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
MALDDH,co2_c,CO2 CO2,CO2,Presence
MALDDH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
MALDDH,pyr_c,Pyruvate,C3H3O3,Presence
MALDt2_2pp,mal__D_p,D-Malate,C4H4O5,Presence
MALDt2_2pp,mal__D_c,D-Malate,C4H4O5,Presence
MALDtex,mal__D_e,D-Malate,C4H4O5,Presence
MALDtex,mal__D_p,D-Malate,C4H4O5,Presence
MALEI,male_c,Maleate,C4H2O4,Presence
MALEI,fum_c,Fumarate,C4H2O4,Presence
MALS,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
MALS,glx_c,Glyoxylate,C2HO3,Presence
MALS,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
MALS,mal__L_c,L-Malate,C4H4O5,Presence
MALT,malt_c,Maltose C12H22O11,C12H22O11,Presence
MALT,glc__D_c,D-Glucose,C6H12O6,Presence
MALTHPabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTHPabc,malthp_e,Maltoheptaose,C42H72O36,Presence
MALTHPabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTHPabc,malthp_c,Maltoheptaose,C42H72O36,Presence
MALTHXabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTHXabc,malthx_e,Maltohexaose,C36H62O31,Presence
MALTHXabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTHXabc,malthx_c,Maltohexaose,C36H62O31,Presence
MALTHXabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTHXabcpp,malthx_p,Maltohexaose,C36H62O31,Presence
MALTHXabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTHXabcpp,malthx_c,Maltohexaose,C36H62O31,Presence
MALTHXtexi,malthx_e,Maltohexaose,C36H62O31,Presence
MALTHXtexi,malthx_p,Maltohexaose,C36H62O31,Presence
MALTT,malt1p_c,Alpha-maltose 1-phosphate,C12H21O14P,Presence
MALTT,glyg4n_c,Glycogen  4 units  linear glucan,C24H40O20,Presence
MALTTRabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTTRabc,malttr_e,Maltotriose C18H32O16,C18H32O16,Presence
MALTTRabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTTRabc,malttr_c,Maltotriose C18H32O16,C18H32O16,Presence
MALTTTRabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTTTRabc,maltttr_e,Maltotetraose,C24H42O21,Presence
MALTTTRabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTTTRabc,maltttr_c,Maltotetraose,C24H42O21,Presence
MALTabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTabc,malt_e,Maltose C12H22O11,C12H22O11,Presence
MALTabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTabc,malt_c,Maltose C12H22O11,C12H22O11,Presence
MALTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MALTabcpp,malt_p,Maltose C12H22O11,C12H22O11,Presence
MALTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MALTabcpp,malt_c,Maltose C12H22O11,C12H22O11,Presence
MALTpts,malt_e,Maltose C12H22O11,C12H22O11,Presence
MALTpts,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MALTpts,malt6p_c,Maltose 6'-phosphate,C12H21O14P,Presence
MALTpts,pyr_c,Pyruvate,C3H3O3,Presence
MALTptspp,malt_p,Maltose C12H22O11,C12H22O11,Presence
MALTptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MALTptspp,malt6p_c,Maltose 6'-phosphate,C12H21O14P,Presence
MALTptspp,pyr_c,Pyruvate,C3H3O3,Presence
MALTt2,malt_e,Maltose C12H22O11,C12H22O11,Presence
MALTt2,malt_c,Maltose C12H22O11,C12H22O11,Presence
MALTtexi,malt_e,Maltose C12H22O11,C12H22O11,Presence
MALTtexi,malt_p,Maltose C12H22O11,C12H22O11,Presence
MALt2_2,mal__L_e,L-Malate,C4H4O5,Presence
MALt2_2,mal__L_c,L-Malate,C4H4O5,Presence
MALt2_2pp,mal__L_p,L-Malate,C4H4O5,Presence
MALt2_2pp,mal__L_c,L-Malate,C4H4O5,Presence
MALt3r,mal__L_e,L-Malate,C4H4O5,Presence
MALt3r,mal__L_c,L-Malate,C4H4O5,Presence
MALtex,mal__L_e,L-Malate,C4H4O5,Presence
MALtex,mal__L_p,L-Malate,C4H4O5,Presence
MAN1PT,gtp_c,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
MAN1PT,man1p_c,D-Mannose 1-phosphate,C6H11O9P,Presence
MAN1PT,gdpmann_c,GDP-D-mannose,C16H23N5O16P2,Presence
MAN1PT2,gdp_c,GDP C10H12N5O11P2,C10H12N5O11P2,Presence
MAN1PT2,man1p_c,D-Mannose 1-phosphate,C6H11O9P,Presence
MAN1PT2,gdpmann_c,GDP-D-mannose,C16H23N5O16P2,Presence
MAN6PI,man6p_c,D-Mannose 6-phosphate,C6H11O9P,Presence
MAN6PI,f6p_c,D-Fructose 6-phosphate,C6H11O9P,Presence
MANA1,manb_c,"Mannobiose (beta-1,4)",C12H22O11,Presence
MANA1,man_c,D-Mannose,C6H12O6,Presence
MANA2,mantr_c,"Mannotriose (beta-1,4)",C18H32O16,Presence
MANA2,man_c,D-Mannose,C6H12O6,Presence
MANA2,manb_c,"Mannobiose (beta-1,4)",C12H22O11,Presence
MANA3,manttr_c,Mannotetraose,C24H42O21,Presence
MANA3,man_c,D-Mannose,C6H12O6,Presence
MANA3,mantr_c,"Mannotriose (beta-1,4)",C18H32O16,Presence
MANAO,mana_c,D-Mannonate,C6H11O7,Presence
MANAO,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
MANAO,fruur_c,D-Fructuronate,C6H9O7,Presence
MANAO,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
MANE,man_c,D-Mannose,C6H12O6,Presence
MANE,glc__D_c,D-Glucose,C6H12O6,Presence
MANTTRabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MANTTRabc,manttr_e,Mannotetraose,C24H42O21,Presence
MANTTRabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MANTTRabc,manttr_c,Mannotetraose,C24H42O21,Presence
MANpts,man_e,D-Mannose,C6H12O6,Presence
MANpts,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MANpts,man6p_c,D-Mannose 6-phosphate,C6H11O9P,Presence
MANpts,pyr_c,Pyruvate,C3H3O3,Presence
MANptspp,man_p,D-Mannose,C6H12O6,Presence
MANptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MANptspp,man6p_c,D-Mannose 6-phosphate,C6H11O9P,Presence
MANptspp,pyr_c,Pyruvate,C3H3O3,Presence
MANt2,man_e,D-Mannose,C6H12O6,Presence
MANt2,man_c,D-Mannose,C6H12O6,Presence
MANtex,man_e,D-Mannose,C6H12O6,Presence
MANtex,man_p,D-Mannose,C6H12O6,Presence
MB2CFO,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
MB2CFO,m2bcoa_c,2-methylbutanoyl-CoA,C26H44N7O17P3S,Presence
MB2CFO,2mb2coa_c,Trans-2-Methylbut-2-enoyl-CoA,C26H38N7O17P3S,Presence
MB2CFO,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
MBCOAi,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
MBCOAi,ivcoa_c,Isovaleryl-CoA,C26H40N7O17P3S,Presence
MBCOAi,3mb2coa_c,3-Methylbut-2-enoyl-CoA,C26H38N7O17P3S,Presence
MBCOAi,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
MCBTS3,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MCBTS3,bhb_c,(R)-3-Hydroxybutanoate,C4H7O3,Presence
MCBTS3,lys__L_c,L-Lysine,C6H15N2O2,Presence
MCBTS3,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
MCBTS3,occoa_c,Octanoyl-CoA (n-C8:0CoA),C29H46N7O17P3S,Presence
MCBTS3,salc_c,Salicylate,C7H5O3,Presence
MCBTS3,ser__L_c,L-Serine,C3H7NO3,Presence
MCBTS3,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MCBTS3,cmcbtt_c,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
MCBTS3,co2_c,CO2 CO2,CO2,Presence
MCBTS3,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
MCBTS3,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
MCCC,3mb2coa_c,3-Methylbut-2-enoyl-CoA,C26H38N7O17P3S,Presence
MCCC,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MCCC,hco3_c,Bicarbonate,CHO3,Presence
MCCC,3mgcoa_c,3-Methylglutaconyl-CoA,C27H37N7O19P3S,Presence
MCCC,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MCD,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
MCD,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
MCD,co2_c,CO2 CO2,CO2,Presence
MCITD,2mcit_c,2-Methylcitrate,C7H7O7,Presence
MCITD,2mcacn_c,Cis-2-Methylaconitate,C7H5O6,Presence
MCITL2,micit_c,Methylisocitrate,C7H7O7,Presence
MCITL2,pyr_c,Pyruvate,C3H3O3,Presence
MCITL2,succ_c,Succinate,C4H4O4,Presence
MCITS,oaa_c,Oxaloacetate,C4H2O5,Presence
MCITS,ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,Presence
MCITS,2mcit_c,2-Methylcitrate,C7H7O7,Presence
MCITS,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
MCOATA,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
MCOATA,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
MCOATA,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
MCOATA,malACP_c,Malonyl-[acyl-carrier protein],C387H604N96O145P0S3,Presence
MCPST,cyan_c,Hydrogen cyanide,CHN,Presence
MCPST,mercppyr_c,Mercaptopyruvate,C3H3O3S,Presence
MCPST,pyr_c,Pyruvate,C3H3O3,Presence
MCPST,tcynt_c,Thiocyanate,CNS,Presence
MCSNAH,5mcsn_c,5-Methylcytosine,C5H7N3O,Presence
MCSNAH,thym_c,Thymine C5H6N2O2,C5H6N2O2,Presence
MCTC_1,3mb2coa_c,3-Methylbut-2-enoyl-CoA,C26H38N7O17P3S,Presence
MCTC_1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
MCTC_1,hco3_c,Bicarbonate,CHO3,Presence
MCTC_1,3mgcoa_c,3-Methylglutaconyl-CoA,C27H37N7O19P3S,Presence
MCTC_1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
MCTP1App,murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,Presence
MCTP1App,ala__D_p,D-Alanine,C3H7NO2,Presence
MCTP1App,murein5px4p_p,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,Presence
MCTP1Bpp,murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,Presence
MCTP1Bpp,alaala_p,D-Alanyl-D-alanine,C6H12N2O3,Presence
MCTP1Bpp,murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",C74H112N14O39,Presence
MCTP2App,murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63,Presence
MCTP2App,ala__D_p,D-Alanine,C3H7NO2,Presence
MCTP2App,murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,Presence
MDDCP1pp,murein5px4p_p,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,Presence
MDDCP1pp,ala__D_p,D-Alanine,C3H7NO2,Presence
MDDCP1pp,murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,Presence
MDDCP2pp,murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,Presence
MDDCP2pp,ala__D_p,D-Alanine,C3H7NO2,Presence
MDDCP2pp,murein4px4px4p_p,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C111H167N21O58,Presence
MDDCP3pp,murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,Presence
MDDCP3pp,ala__D_p,D-Alanine,C3H7NO2,Presence
MDDCP3pp,murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,Presence
MDDCP4pp,murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,Presence
MDDCP4pp,ala__D_p,D-Alanine,C3H7NO2,Presence
MDDCP4pp,murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,Presence
MDDCP5pp,murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,Presence
MDDCP5pp,ala__D_p,D-Alanine,C3H7NO2,Presence
MDDCP5pp,murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39,Presence
